id_usuario,nombre,apellido,fecha_nacimiento,pais,ciudad,biblioteca,sexo,cupones
371,Robin,Faure,1995-02-06,France,Sens,0,H,0
230,Hyacinth,Pugh,1995-02-20,Russian Federation,Novgorod,0,H,0
735,Drake,Oneill,1995-02-22,United States,Honolulu,0,H,0
489,Teagan,Weber,1995-02-26,United Kingdom,Colchester,0,M,0
15,Rachel,Clemons,1995-03-07,Spain,Palencia,0,H,0
114,Paki,Robertson,1995-03-07,Spain,Cuenca,0,H,0
392,Mélissa,Duval,1995-03-11,France,Roubaix,0,M,0
786,Jolie,Marks,1995-03-17,United States,Kaneohe,0,H,0
32,Gay,Jacobs,1995-03-18,Spain,Albacete,0,H,0
131,Delilah,Leach,1995-03-18,Spain,Melilla,0,M,0
243,Paloma,Dyer,1995-03-18,Russian Federation,Murmansk,0,H,0
270,Odessa,Holman,1995-03-21,Russian Federation,Kurgan,0,H,0
782,Ulric,Hale,1995-03-21,United States,Fairbanks,0,H,0
406,Yoko,Cantrell,1995-03-25,United Kingdom,Grimsby,0,H,0
775,Cameron,Baker,1995-04-01,United States,Pocatello,0,H,0
781,Madaline,Chang,1995-04-12,United States,Mobile,0,M,0
493,Nicole,Young,1995-04-28,United Kingdom,Middlesbrough,0,M,0
482,Vincent,Blackburn,1995-05-01,United Kingdom,Sutton,0,H,0
745,Vanna,Cherry,1995-05-02,United States,Kearney,0,M,0
315,Léonard,Dumas,1995-05-06,France,Colmar,0,H,0
612,Carlos,Steele,1995-05-06,Austria,Linz,0,M,0
605,Carter,Pace,1995-05-16,Austria,Vienna,0,H,0
623,Athena,Mcintosh,1995-05-24,Austria,Mödling,0,H,0
385,Alexandre,Picard,1995-05-26,France,Lisieux,0,H,0
419,Jane,Tate,1995-05-29,United Kingdom,Edinburgh,0,M,0
640,Fitzgerald,Snyder,1995-06-09,Austria,Klosterneuburg,0,M,0
64,Cruz,Jenkins,1995-06-10,Spain,Melilla,0,M,0
163,Keegan,Rosa,1995-06-10,Spain,Cáceres,0,H,0
96,Nelle,Holloway,1995-06-29,Spain,Cáceres,0,H,0
195,Priscilla,Rich,1995-06-29,Spain,Cuenca,0,M,0
498,Violet,Flowers,1995-06-30,United Kingdom,Ayr,0,H,0
507,Petra,Schultz,1995-07-04,Belgium,Saint-Remy,0,M,0
567,Kimberley,Miles,1995-07-21,Belgium,Sint-Joost-ten-Node,0,M,0
78,Kadeem,Strong,1995-07-23,Spain,Guadalajara,0,H,0
177,Merrill,Alexander,1995-07-23,Spain,Alcorcón,0,M,0
600,Wallace,Evans,1995-08-05,Belgium,Melsele,0,H,0
540,Anika,Randolph,1995-08-06,Belgium,Ekeren,0,M,0
394,Loane,Fernandez,1995-08-09,France,Bastia,0,M,0
418,Fritz,Finch,1995-08-12,United Kingdom,Grantham,0,M,0
541,Wesley,Snyder,1995-08-13,Belgium,Smetlede,0,M,0
671,Quamar,Velez,1995-08-18,Austria,Bruckneudorf,0,H,0
267,Lisandra,Scott,1995-08-24,Russian Federation,Magadan,0,H,0
234,Harlan,Kim,1995-08-27,Russian Federation,Magadan,0,H,0
721,Rina,Tucker,1995-08-29,United States,Norfolk,0,H,0
769,Noel,Osborne,1995-09-14,United States,Joliet,0,H,0
470,Mohammad,Dalton,1995-09-26,United Kingdom,Dalbeattie,0,H,0
331,Marine,Renaud,1995-09-30,France,Chalon-sur-Saône,0,M,0
771,Hayfa,Holcomb,1995-10-19,United States,Shreveport,0,M,0
643,Harrison,Burks,1995-11-12,Austria,Judenburg,0,H,0
733,Baker,Alvarado,1995-11-21,United States,Salem,0,M,0
388,Martin,Adam,1995-11-25,France,Clermont-Ferrand,0,H,0
682,Upton,Gonzales,1995-11-28,Austria,Innsbruck,0,M,0
673,Ferris,Maddox,1995-12-06,Austria,Vienna,0,H,0
203,Brynne,Joyner,1995-12-28,Russian Federation,Ivanovo,0,M,0
662,Sydney,Cameron,1995-12-31,Austria,Vienna,0,H,0
638,Amity,Nguyen,1996-01-09,Austria,Laakirchen,0,H,0
298,Amanda,Hancock,1996-01-13,Russian Federation,Sakhalin,0,M,0
793,Vance,Brock,1996-01-13,United States,Philadelphia,0,M,0
53,Whitney,Burks,1996-01-15,Spain,Logroño,0,H,0
152,Fletcher,Justice,1996-01-15,Spain,Santander,0,M,0
767,Nelle,Mcneil,1996-01-24,United States,Birmingham,0,H,0
19,Fletcher,Mayo,1996-01-25,Spain,Badajoz,0,H,0
118,Jerome,Orr,1996-01-25,Spain,Murcia,0,H,0
258,Ashton,Walters,1996-01-30,Russian Federation,Ryazan,0,M,0
530,Riley,Paul,1996-02-17,Belgium,HŽron,0,M,0
563,Alice,Scott,1996-02-21,Belgium,Outrijve,0,M,0
514,Germaine,Acosta,1996-03-01,Belgium,Flamierge,0,M,0
776,Wade,Kinney,1996-03-12,United States,Green Bay,0,M,0
265,Aretha,Evans,1996-03-18,Russian Federation,Saratov,0,H,0
696,Kirk,King,1996-03-24,Austria,Bregenz,0,H,0
716,Richard,Griffith,1996-03-26,United States,Virginia Beach,0,H,0
73,Petra,Andrews,1996-03-30,Spain,Logroño,0,H,0
172,Colorado,Robertson,1996-03-30,Spain,Getafe,0,H,0
761,Kareem,Medina,1996-04-03,United States,San Antonio,0,H,0
707,Tanek,Roberts,1996-04-12,United States,Stamford,0,M,0
310,Lucie,Roger,1996-04-16,France,Mulhouse,0,M,0
467,Adrienne,Romero,1996-04-17,United Kingdom,Warwick,0,M,0
666,Willa,Kelley,1996-04-30,Austria,Feldkirch,0,M,0
74,Dante,Guzman,1996-05-01,Spain,Telde,0,H,0
173,Slade,Walters,1996-05-01,Spain,Alacant,0,H,0
762,Chester,Watkins,1996-05-07,United States,Wichita,0,M,0
461,Talon,Freeman,1996-05-16,United Kingdom,Carluke,0,H,0
777,Derek,Boone,1996-05-30,United States,Montpelier,0,H,0
416,Rae,Buckner,1996-06-06,United Kingdom,Bodmin,0,M,0
755,Beatrice,Irwin,1996-06-07,United States,Eugene,0,H,0
720,Imani,Sharpe,1996-06-11,United States,Fort Collins,0,H,0
295,Kareem,Mccormick,1996-06-25,Russian Federation,Novgorod,0,M,0
717,Orlando,Pollard,1996-06-25,United States,Jonesboro,0,H,0
790,Burton,Sexton,1996-06-27,United States,Bear,0,H,0
505,Aiko,Copeland,1996-07-09,Belgium,Roosbeek,0,M,0
593,Jennifer,Shields,1996-07-10,Belgium,Habergy,0,M,0
329,Louise,Marty,1996-07-24,France,Le Puy-en-Velay,0,M,0
414,Wyoming,Goodman,1996-08-31,United Kingdom,Alness,0,M,0
60,Callie,Talley,1996-09-04,Spain,Palma de Mallorca,0,H,0
159,Aladdin,Jarvis,1996-09-04,Spain,Gijón,0,M,0
447,Merrill,Myers,1996-09-04,United Kingdom,Brechin,0,M,0
653,Kirby,Howard,1996-09-13,Austria,St. Andrä,0,H,0
768,Jesse,Fisher,1996-09-20,United States,Pocatello,0,M,0
441,Hoyt,Woods,1996-10-13,United Kingdom,Kinross,0,M,0
670,Omar,Duke,1996-10-17,Austria,Vienna,0,H,0
292,Quamar,Delaney,1996-10-27,Russian Federation,Tver,0,M,0
492,Craig,Mclean,1996-10-27,United Kingdom,Fraserburgh,0,M,0
503,Laura,Morrison,1996-11-02,Belgium,Ciplet,0,H,0
280,Jamalia,Hull,1996-11-11,Russian Federation,Irkutsk,0,H,0
757,Ramona,Reese,1996-12-06,United States,Lincoln,0,M,0
92,Trevor,Kirby,1996-12-09,Spain,Alcalá de Henares,0,M,0
191,Fitzgerald,Valenzuela,1996-12-09,Spain,Palma de Mallorca,0,H,0
228,Raphael,Strong,1996-12-20,Russian Federation,Sakhalin,0,M,0
734,Mallory,Lang,1996-12-28,United States,Chesapeake,0,H,0
81,Brianna,Campbell,1997-01-02,Spain,Baracaldo,0,M,0
180,David,Peters,1997-01-02,Spain,Logroño,0,H,0
263,Ulric,Cox,1997-01-24,Russian Federation,Kirov,0,H,0
6,Delilah,Bernard,1997-02-23,Spain,Logroño,0,H,0
105,Aileen,Hartman,1997-02-23,Spain,Donosti,0,H,0
658,Denise,Wyatt,1997-02-25,Austria,Siegendorf,0,M,0
17,Skyler,Castro,1997-02-27,Spain,León,0,H,0
116,Morgan,Garza,1997-02-27,Spain,Telde,0,H,0
583,Peter,Mccormick,1997-03-05,Belgium,Borsbeek,0,H,0
43,Shaine,Powers,1997-03-07,Spain,Burgos,0,H,0
142,Derek,Glass,1997-03-07,Spain,Guadalajara,0,H,0
603,Byron,Pruitt,1997-03-10,Austria,Mattersburg,0,M,0
651,Beverly,Frederick,1997-03-31,Austria,Voitsberg,0,M,0
604,Jelani,Acosta,1997-04-02,Austria,Sierning,0,H,0
422,Roanna,Pena,1997-04-05,United Kingdom,Clackmannan,0,H,0
439,Samuel,Underwood,1997-04-05,United Kingdom,Lauder,0,H,0
728,Rylee,Sexton,1997-04-14,United States,Hattiesburg,0,M,0
27,Keaton,Cain,1997-04-24,Spain,Ceuta,0,M,0
126,Quail,Ford,1997-04-24,Spain,Santa Cruz de Tenerife,0,H,0
574,Willow,Garcia,1997-04-29,Belgium,Courcelles,0,H,0
476,Lynn,Franco,1997-05-02,United Kingdom,Hatfield,0,H,0
538,Tallulah,Rush,1997-05-11,Belgium,Serskamp,0,M,0
312,Mathilde,Lemaire,1997-05-13,France,Nevers,0,M,0
45,Tanner,Slater,1997-05-16,Spain,Castelló,0,H,0
144,Rae,Kramer,1997-05-16,Spain,Málaga,0,M,0
390,Thibault,Deschamps,1997-06-03,France,Saint-Herblain,0,H,0
345,Malo,Rousseau,1997-06-18,France,Alès,0,M,0
10,Cecilia,Becker,1997-06-30,Spain,Torrejón de Ardoz,0,H,0
109,Lucius,Mercado,1997-06-30,Spain,Alacant,0,H,0
28,Hedy,Sears,1997-07-15,Spain,Castelló,0,M,0
127,Byron,Gutierrez,1997-07-15,Spain,Cáceres,0,M,0
568,Brenna,Kidd,1997-07-27,Belgium,Wichelen,0,H,0
601,Dolan,Walsh,1997-08-03,Austria,Vienna,0,H,0
42,Darrel,Nicholson,1997-08-07,Spain,Lugo,0,H,0
141,Dorian,Booth,1997-08-07,Spain,Melilla,0,H,0
239,Nicholas,Rogers,1997-08-14,Russian Federation,Kurgan,0,H,0
249,Patricia,Swanson,1997-08-16,Russian Federation,Troitsk,0,H,0
543,Reed,Hatfield,1997-09-09,Belgium,Arendonk,0,H,0
723,Maryam,Herrera,1997-09-11,United States,Sterling Heights,0,H,0
751,Miranda,Moreno,1997-09-19,United States,Philadelphia,0,H,0
676,Wilma,Sawyer,1997-09-24,Austria,Vienna,0,M,0
788,William,Hughes,1997-09-27,United States,Honolulu,0,M,0
657,Shaine,Hogan,1997-10-11,Austria,Klagenfurt,0,H,0
87,Grant,Fischer,1997-10-18,Spain,Pamplona,0,M,0
186,Jocelyn,Bond,1997-10-18,Spain,Pamplona,0,H,0
452,Ebony,Logan,1997-10-18,United Kingdom,Aylesbury,0,H,0
699,Kim,Merritt,1997-10-24,Austria,St. Andrä,0,H,0
71,Hoyt,Cross,1997-11-01,Spain,Logroño,0,H,0
170,Zelenia,Fitzgerald,1997-11-01,Spain,Gijón,0,H,0
561,Samuel,Clemons,1997-11-03,Belgium,Suxy,0,H,0
214,Xena,Moore,1997-11-06,Russian Federation,Kursk,0,H,0
697,Oprah,Joseph,1997-11-16,Austria,Völkermarkt,0,M,0
25,Risa,Bailey,1997-11-19,Spain,Cartagena,0,H,0
124,Ignacia,Swanson,1997-11-19,Spain,San Cristóbal de la Laguna,0,M,0
474,Rina,Delgado,1997-11-23,United Kingdom,Ferness,0,H,0
713,Evelyn,West,1997-11-26,United States,Glendale,0,H,0
628,Patricia,Dalton,1997-11-30,Austria,Hallein,0,M,0
712,Rhona,Santos,1997-12-01,United States,Oklahoma City,0,M,0
746,Cassidy,Callahan,1997-12-02,United States,Bellevue,0,H,0
727,Aimee,Castillo,1997-12-04,United States,Metairie,0,M,0
529,Desiree,Sweet,1997-12-11,Belgium,Borsbeek,0,M,0
602,Garrett,York,1998-01-03,Austria,Vienna,0,M,0
368,Charlotte,Vincent,1998-01-06,France,Cherbourg-Octeville,0,H,0
286,Sasha,Nixon,1998-01-08,Russian Federation,Oryol,0,H,0
358,Antoine,Gonzalez,1998-01-09,France,Schiltigheim,0,H,0
22,Brooke,Kelley,1998-01-11,Spain,Pontevedra,0,M,0
121,Lilah,Snyder,1998-01-11,Spain,León,0,H,0
627,Malik,Fernandez,1998-01-22,Austria,Wals-Siezenheim,0,M,0
763,Merrill,Whitney,1998-01-24,United States,Jacksonville,0,M,0
429,Scott,Chase,1998-01-27,United Kingdom,Greenlaw,0,M,0
616,Cade,Gillespie,1998-02-01,Austria,Saalfelden am Steinernen Meer,0,H,0
264,Althea,Horne,1998-02-15,Russian Federation,Oryol,0,M,0
382,Robin,Carre,1998-02-17,France,Soissons,0,H,0
581,Dominique,Walters,1998-02-17,Belgium,Sint-Pieters-Woluwe,0,H,0
619,Jonah,Duke,1998-02-26,Austria,Traun,0,H,0
783,Dale,Beach,1998-02-28,United States,Ketchikan,0,M,0
317,Lilian,Masson,1998-03-03,France,Tours,0,M,0
504,Odysseus,Woodard,1998-03-04,Belgium,Vezin,0,H,0
690,Rana,Riddle,1998-03-15,Austria,Sankt Johann im Pongau,0,M,0
83,Cora,Kline,1998-03-21,Spain,Badajoz,0,M,0
182,Madison,Bass,1998-03-21,Spain,Palma de Mallorca,0,M,0
665,Camille,Roberts,1998-03-24,Austria,Vienna,0,H,0
48,Xanthus,Webb,1998-03-25,Spain,Pamplona,0,M,0
147,Hayfa,Joseph,1998-03-25,Spain,León,0,M,0
799,Stella,Myers,1998-04-14,United States,Mesa,0,H,0
97,Ulla,Ortega,1998-04-18,Spain,Guadalajara,0,M,0
196,Courtney,Cabrera,1998-04-18,Spain,A Coruña,0,H,0
480,Sharon,Martinez,1998-04-21,United Kingdom,Cannock,0,H,0
610,Sophia,Lynn,1998-04-24,Austria,Schwaz,0,H,0
678,Maia,Dyer,1998-04-28,Austria,Ebenthal in Kärnten,0,H,0
615,May,Pena,1998-05-03,Austria,Bad Vöslau,0,H,0
512,Nero,Wood,1998-05-09,Belgium,Gierle,0,M,0
210,Ashely,Long,1998-05-14,Russian Federation,Ivanovo,0,H,0
674,Celeste,Navarro,1998-05-31,Austria,Salzburg,0,H,0
442,Miranda,Mcdonald,1998-06-03,United Kingdom,Kingston-on-Thames,0,H,0
285,Belle,Roach,1998-06-08,Russian Federation,Kirov,0,M,0
752,Colton,Blake,1998-06-08,United States,Columbia,0,H,0
501,Gil,Goodman,1998-06-20,Belgium,Chimay,0,H,0
36,Austin,Howard,1998-06-29,Spain,Telde,0,H,0
135,Jerry,Rich,1998-06-29,Spain,Pamplona,0,M,0
62,Alea,Bishop,1998-07-07,Spain,Telde,0,H,0
161,Audrey,Gilbert,1998-07-07,Spain,Santander,0,M,0
398,Gabriel,Pons,1998-07-15,France,Montbéliard,0,H,0
423,Jolie,Haley,1998-07-20,United Kingdom,Milnathort,0,H,0
588,Giacomo,Campos,1998-08-10,Belgium,Sommethonne,0,H,0
410,Velma,Klein,1998-08-12,United Kingdom,Louth,0,M,0
711,Jenna,Stark,1998-09-08,United States,Worcester,0,M,0
304,Constant,Le roux,1998-09-14,France,Rouen,0,H,0
533,Imani,Hatfield,1998-09-14,Belgium,Jandrain-Jandrenouille,0,M,0
70,Nayda,Herrera,1998-09-19,Spain,Pamplona,0,H,0
169,Dara,Mcintyre,1998-09-19,Spain,Murcia,0,M,0
737,Madonna,Frederick,1998-10-10,United States,Las Vegas,0,M,0
340,Célia,Rousseau,1998-10-11,France,Illkirch-Graffenstaden,0,M,0
797,Hamish,Mayo,1998-10-15,United States,Georgia,0,H,0
323,Laura,Robin,1998-10-20,France,Villenave-d'Ornon,0,H,0
694,Uriel,Odom,1998-10-28,Austria,Spittal an der Drau,0,H,0
262,Galvin,Cantrell,1998-11-22,Russian Federation,Murmansk,0,H,0
744,Lane,Olson,1998-11-29,United States,Reading,0,H,0
308,Maryam,Richard,1998-11-30,France,Saint-Dié-des-Vosges,0,H,0
570,Marsden,Rice,1998-11-30,Belgium,Huizingen,0,H,0
206,Harlan,Hines,1998-12-07,Russian Federation,Novosibirsk,0,H,0
24,Blaze,Rose,1998-12-11,Spain,Cáceres,0,M,0
123,Xantha,Dotson,1998-12-11,Spain,Elx,0,H,0
46,Kylee,Olson,1998-12-24,Spain,Santander,0,H,0
145,Jeremy,Cote,1998-12-24,Spain,Donosti,0,H,0
473,Harper,Rodriguez,1999-01-26,United Kingdom,Chepstow,0,M,0
332,Yohan,Richard,1999-01-29,France,Châlons-en-Champagne,0,M,0
580,Evangeline,Marshall,1999-02-04,Belgium,Lombardsijde,0,H,0
356,Mohamed,Robin,1999-02-15,France,Saint-Lô,0,H,0
636,Louis,Stephens,1999-02-16,Austria,Höchst,0,H,0
650,Giacomo,Parrish,1999-02-18,Austria,Bischofshofen,0,M,0
378,Noë,Martin,1999-02-28,France,Brive-la-Gaillarde,0,H,0
704,Fuller,Rose,1999-03-01,United States,Reading,0,H,0
328,Victor,Cousin,1999-03-04,France,Tournefeuille,0,H,0
779,Regina,Mckinney,1999-03-17,United States,Aurora,0,M,0
778,Wesley,Morton,1999-03-23,United States,Georgia,0,M,0
421,Janna,Mathis,1999-03-25,United Kingdom,Buckie,0,M,0
494,Inga,Moran,1999-03-31,United Kingdom,Alnwick,0,M,0
462,Debra,Alvarado,1999-04-02,United Kingdom,Armadale,0,H,0
491,Chava,Cooke,1999-04-08,United Kingdom,Dunfermline,0,H,0
16,Carol,Galloway,1999-04-25,Spain,Badajoz,0,H,0
115,Alec,Cabrera,1999-04-25,Spain,Ceuta,0,H,0
435,Chancellor,Vinson,1999-05-02,United Kingdom,Morpeth,0,M,0
528,Addison,Mayo,1999-05-03,Belgium,Kruibeke,0,H,0
544,Rowan,Rhodes,1999-05-04,Belgium,Jamioulx,0,H,0
359,Loevan,Royer,1999-05-10,France,Béziers,0,H,0
599,Marcia,Fleming,1999-06-07,Belgium,Herenthout,0,H,0
207,Kameko,Sampson,1999-06-09,Russian Federation,Kemerovo,0,M,0
681,Maxine,Mcclure,1999-06-10,Austria,Vienna,0,M,0
351,Rosalie,Marty,1999-06-15,France,Moulins,0,H,0
380,Benjamin,Renaud,1999-06-15,France,Rouen,0,H,0
4,Daquan,Patrick,1999-06-30,Spain,Palma de Mallorca,0,H,0
103,Cody,Hatfield,1999-06-30,Spain,Santander,0,M,0
251,Elliott,Robles,1999-07-01,Russian Federation,Omsk,0,M,0
212,Joan,Mcbride,1999-07-15,Russian Federation,Novgorod,0,M,0
405,Lillith,Vincent,1999-07-15,United Kingdom,Clovenfords,0,M,0
316,Léa,Lopez,1999-07-31,France,Pau,0,M,0
75,Jillian,Grant,1999-08-13,Spain,Logroño,0,M,0
174,Mona,Norris,1999-08-13,Spain,Guadalajara,0,H,0
322,Anna,Thomas,1999-08-26,France,Vernon,0,H,0
412,Kiara,Holden,1999-09-10,United Kingdom,Chesterfield,0,M,0
1,Xandra,Blake,1999-09-13,Spain,Alacant,0,H,0
100,Reese,Price,1999-09-13,Spain,Gijón,0,M,0
547,Prescott,Langley,1999-09-24,Belgium,Herstal,0,M,0
311,Mathieu,Philippe,1999-09-27,France,Tourcoing,0,M,0
256,India,Kelly,1999-10-16,Russian Federation,Novgorod,0,M,0
626,Kasimir,Patterson,1999-10-23,Austria,Wals-Siezenheim,0,H,0
660,April,Cochran,1999-10-25,Austria,Wörgl,0,H,0
577,Hyatt,Morgan,1999-10-29,Belgium,Bavikhove,0,M,0
299,Willow,Parsons,1999-11-05,Russian Federation,Vialky,0,H,0
513,Carly,Matthews,1999-11-11,Belgium,Ganshoren,0,M,0
386,Cédric,Roussel,1999-12-04,France,Montreuil,0,H,0
559,Lisandra,Noble,1999-12-04,Belgium,Nieuwkapelle,0,H,0
648,Kendall,Hahn,1999-12-12,Austria,Hallein,0,M,0
99,Libby,Emerson,1999-12-15,Spain,Castelló,0,H,0
198,Britanni,Morales,1999-12-15,Spain,Ceuta,0,M,0
37,Christopher,Shields,1999-12-18,Spain,Murcia,0,H,0
136,Brandon,Yates,1999-12-18,Spain,Badajoz,0,H,0
223,Dacey,Haynes,2000-01-11,Russian Federation,Orenburg,0,H,0
475,Quentin,Livingston,2000-01-21,United Kingdom,Kinross,0,H,0
703,Rashad,Gates,2000-02-04,United States,Huntsville,0,M,0
446,Reed,Bailey,2000-02-08,United Kingdom,Kilwinning,0,M,0
642,Kaye,Turner,2000-02-09,Austria,Klagenfurt,0,H,0
518,Rae,Walker,2000-02-15,Belgium,Houdemont,0,M,0
527,Cathleen,Salazar,2000-02-18,Belgium,Kobbegem,0,H,0
266,Sharon,Griffin,2000-02-19,Russian Federation,Ryazan,0,M,0
481,Samantha,Rodriguez,2000-02-21,United Kingdom,Weymouth,0,H,0
479,Maia,Horne,2000-02-22,United Kingdom,Maidstone,0,H,0
231,Willow,Velez,2000-02-29,Russian Federation,Nizhny,0,M,0
297,Joy,Howell,2000-02-29,Russian Federation,Saratov,0,M,0
709,Henry,Stevenson,2000-03-03,United States,Idaho Falls,0,H,0
35,Astra,Price,2000-03-09,Spain,Parla,0,M,0
134,Rhiannon,Chavez,2000-03-09,Spain,Cartagena,0,H,0
268,Burton,Morrow,2000-03-09,Russian Federation,Rostov,0,M,0
794,Kelsie,Greer,2000-03-17,United States,Juneau,0,H,0
655,Burton,Wells,2000-03-23,Austria,Linz,0,M,0
338,Louis,Muller,2000-03-31,France,Le Puy-en-Velay,0,M,0
468,Stone,Cantrell,2000-03-31,United Kingdom,Skegness,0,H,0
485,Cora,Berg,2000-04-26,United Kingdom,Wick,0,H,0
215,Julie,Atkinson,2000-05-17,Russian Federation,Lipetsk,0,H,0
463,Cole,Russell,2000-05-18,United Kingdom,Auldearn,0,M,0
611,Erica,Flynn,2000-06-13,Austria,Landeck,0,M,0
52,Herrod,Gilbert,2000-06-14,Spain,Palma de Mallorca,0,M,0
151,Brady,Webb,2000-06-14,Spain,Oviedo,0,M,0
241,Alma,King,2000-06-15,Russian Federation,Tolyatti,0,H,0
59,Amal,Morales,2000-06-20,Spain,Cartagena,0,M,0
158,Thor,York,2000-06-20,Spain,San Cristóbal de la Laguna,0,M,0
379,Renaud,Gaillard,2000-07-17,France,Niort,0,H,0
343,Jade,Bailly,2000-07-22,France,Dijon,0,H,0
630,Raja,Keller,2000-07-23,Austria,Vienna,0,H,0
324,Amélie,Prevost,2000-08-04,France,Saintes,0,H,0
683,Ariel,Glover,2000-08-20,Austria,Köflach,0,M,0
246,Ann,Morse,2000-08-25,Russian Federation,Tambov,0,H,0
244,Kareem,Potter,2000-09-13,Russian Federation,Kaliningrad,0,M,0
395,Maryam,Jacob,2000-09-16,France,Vannes,0,M,0
288,Catherine,Luna,2000-09-26,Russian Federation,Oryol,0,H,0
701,Brendan,Delgado,2000-09-28,United States,Cheyenne,0,H,0
247,Rana,Butler,2000-09-29,Russian Federation,Smolensk,0,M,0
5,Petra,Potts,2000-10-04,Spain,Oviedo,0,H,0
104,Quincy,English,2000-10-04,Spain,Murcia,0,H,0
326,Sarah,Faure,2000-10-08,France,Chartres,0,M,0
739,Josiah,Mejia,2000-10-23,United States,Rockford,0,M,0
754,Sade,Keller,2000-10-25,United States,Gulfport,0,H,0
396,Léonard,Adam,2000-10-30,France,Villeneuve-d'Ascq,0,M,0
635,Hanae,Barrera,2000-10-31,Austria,Feldkirchen in Kärnten,0,M,0
68,Sonya,Norman,2000-11-01,Spain,Pontevedra,0,M,0
167,Aretha,Matthews,2000-11-01,Spain,Telde,0,H,0
335,Anaïs,Bailly,2000-11-16,France,Albi,0,M,0
389,Rose,Remy,2000-11-18,France,Sens,0,M,0
454,Kylee,Irwin,2000-11-26,United Kingdom,Yeovil,0,M,0
276,Joseph,Hickman,2000-12-03,Russian Federation,Vialky,0,M,0
330,Louna,Durand,2000-12-07,France,Villeneuve-d'Ascq,0,M,0
584,Harlan,Espinoza,2000-12-12,Belgium,Beuzet,0,H,0
719,Alvin,Mcfadden,2000-12-12,United States,Cincinnati,0,H,0
519,Zachary,Noble,2000-12-28,Belgium,Dhuy,0,M,0
95,Herrod,Schultz,2001-01-13,Spain,Teruel,0,M,0
194,Galena,Dillard,2001-01-13,Spain,Pamplona,0,H,0
582,Urielle,Baird,2001-01-18,Belgium,Laken,0,H,0
425,Rose,Brewer,2001-01-21,United Kingdom,Retford,0,H,0
687,Briar,Drake,2001-02-03,Austria,Wels,0,M,0
82,Samantha,Hutchinson,2001-02-21,Spain,Leganés,0,M,0
181,Ursula,Aguirre,2001-02-21,Spain,Logroño,0,M,0
524,Cara,Bowen,2001-02-22,Belgium,Lissewege,0,H,0
50,Irma,Galloway,2001-02-24,Spain,Palma de Mallorca,0,M,0
149,Kaitlin,Blevins,2001-02-24,Spain,Logroño,0,H,0
509,Wayne,Hatfield,2001-02-26,Belgium,Cras-Avernas,0,H,0
692,Gil,Salas,2001-02-26,Austria,Brunn am Gebirge,0,M,0
731,Brianna,Koch,2001-03-08,United States,Nampa,0,M,0
409,Lee,Davis,2001-03-16,United Kingdom,Solihull,0,H,0
502,Lara,Welch,2001-04-01,Belgium,Goutroux,0,M,0
523,Tatum,Cervantes,2001-04-04,Belgium,Wardin,0,H,0
622,Susan,Dominguez,2001-04-04,Austria,Köflach,0,M,0
625,Jarrod,Ortega,2001-04-06,Austria,Völkermarkt,0,H,0
381,Chloé,Charles,2001-04-11,France,Nancy,0,H,0
472,Caryn,Faulkner,2001-04-25,United Kingdom,Tain,0,H,0
487,Regina,Lyons,2001-05-21,United Kingdom,Lochranza,0,M,0
644,Abraham,Maldonado,2001-05-24,Austria,Ferlach,0,M,0
749,Addison,Black,2001-06-14,United States,Covington,0,M,0
208,Emerson,Spencer,2001-06-19,Russian Federation,Murmansk,0,H,0
321,Arthur,Marty,2001-06-23,France,Lens,0,M,0
303,Evan,Leroy,2001-06-26,France,Brest,0,H,0
741,Selma,Nieves,2001-06-28,United States,Kearney,0,H,0
257,Palmer,Livingston,2001-07-04,Russian Federation,Smolensk,0,H,0
684,Mufutau,Johnson,2001-07-04,Austria,Vienna,0,H,0
459,Seth,Myers,2001-07-05,United Kingdom,Glossop,0,H,0
408,Anne,Dean,2001-07-06,United Kingdom,Croydon,0,H,0
213,Jeremy,Weber,2001-07-09,Russian Federation,Nizhny,0,H,0
795,Graiden,Collins,2001-07-10,United States,Omaha,0,H,0
760,Melyssa,Palmer,2001-07-13,United States,Metairie,0,M,0
91,Illiana,Gross,2001-07-18,Spain,Logroño,0,H,0
190,Zane,Buchanan,2001-07-18,Spain,Soria,0,M,0
41,Hasad,Saunders,2001-07-20,Spain,Alacant,0,H,0
140,Athena,Cannon,2001-07-20,Spain,Ourense,0,M,0
49,Nerea,Morrison,2001-08-02,Spain,Salamanca,0,H,0
148,Aaron,Wilkinson,2001-08-02,Spain,Pamplona,0,M,0
471,Meghan,Craig,2001-08-20,United Kingdom,New Quay,0,H,0
748,James,Merrill,2001-08-21,United States,Clarksville,0,H,0
750,Linus,Ferrell,2001-08-23,United States,Bowling Green,0,M,0
314,Lauriane,Nicolas,2001-09-08,France,Vernon,0,M,0
522,Stewart,Donaldson,2001-09-09,Belgium,Villers-sur-Semois,0,H,0
274,Zelenia,Phillips,2001-09-15,Russian Federation,Narimanov,0,H,0
361,Gaspard,Lecomte,2001-09-26,France,Albi,0,H,0
714,Deborah,Wynn,2001-10-08,United States,Columbia,0,H,0
65,Audrey,Reilly,2001-10-14,Spain,Logroño,0,H,0
164,Shad,Snow,2001-10-14,Spain,Palma de Mallorca,0,M,0
39,Chaney,Valenzuela,2001-10-15,Spain,Palma de Mallorca,0,H,0
138,Whoopi,Mclaughlin,2001-10-15,Spain,Ceuta,0,H,0
